customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Cluster
13764.0,70,6,2853.02,3,4,4,344,11,1
13765.0,653,1,352.82,1,1,2,112,4,3
13766.0,495,1,190.35,1,1,1,111,3,3
13767.0,2,73,34767.03,5,5,5,555,15,2
13768.0,726,2,875.97,1,2,3,123,6,3
13769.0,2,20,5800.42,5,5,5,555,15,2
13770.0,422,4,785.37,1,3,3,133,7,1
13771.0,64,9,5713.52,3,5,5,355,13,2
13772.0,33,8,3068.92,4,4,5,445,13,2
13773.0,396,2,301.54,2,2,2,222,6,3
13774.0,81,1,345.0,3,1,2,312,6,3
13775.0,590,1,1049.66,1,1,3,113,5,3
13777.0,0,61,54922.47,5,5,5,555,15,2
13778.0,103,4,1124.49,3,3,3,333,9,1
13779.0,515,1,155.18,1,1,1,111,3,3
13780.0,7,3,717.22,5,3,3,533,11,0
13781.0,250,3,748.23,2,3,3,233,8,1
13782.0,12,13,1786.08,5,5,4,554,14,2
13783.0,487,4,1542.09,1,3,4,134,8,1
13784.0,9,14,2910.23,5,5,5,555,15,2
13785.0,428,4,542.49,1,3,2,132,6,1
13786.0,367,6,3343.39,2,4,5,245,11,1
13787.0,75,6,1222.5,3,4,4,344,11,1
13788.0,505,1,3.75,1,1,1,111,3,3
13789.0,388,1,239.46,2,1,1,211,4,3
13790.0,4,1,348.8,5,1,2,512,8,0
13791.0,127,2,1516.0,3,2,4,324,9,1
13792.0,66,3,383.95,3,3,2,332,8,0
13793.0,646,1,96.0,1,1,1,111,3,3
13794.0,546,1,126.03,1,1,1,111,3,3
13795.0,388,4,836.3,2,3,3,233,8,1
13796.0,499,1,289.7,1,1,2,112,4,3
13797.0,436,3,1179.45,1,3,3,133,7,1
13798.0,1,110,75818.15,5,5,5,555,15,2
13799.0,116,9,2672.77,3,5,4,354,12,1
13800.0,309,3,1679.56,2,3,4,234,9,1
13801.0,66,1,324.8,3,1,2,312,6,3
13802.0,138,19,26195.51,3,5,5,355,13,2
13803.0,255,3,1338.91,2,3,4,234,9,1
13804.0,30,9,3141.32,4,5,5,455,14,2
13805.0,52,2,924.6,4,2,3,423,9,0
13806.0,63,1,256.38,3,1,1,311,5,3
13807.0,367,3,519.5,2,3,2,232,7,3
13808.0,5,5,1747.66,5,4,4,544,13,0
13809.0,305,3,679.7,2,3,3,233,8,1
13810.0,28,2,827.51,4,2,3,423,9,0
13811.0,183,2,519.75,3,2,2,322,7,3
13812.0,42,3,485.0,4,3,2,432,9,0
13813.0,39,8,2296.27,4,4,4,444,12,1
13814.0,92,3,2217.72,3,3,4,334,10,1
13815.0,22,8,6717.94,4,4,5,445,13,2
13816.0,23,2,499.67,4,2,2,422,8,0
13817.0,29,2,316.38,4,2,2,422,8,0
13818.0,429,1,61.28,1,1,1,111,3,3
13819.0,301,6,2642.35,2,4,4,244,10,1
13820.0,418,3,592.0,1,3,2,132,6,3
13821.0,144,6,1352.08,3,4,4,344,11,1
13822.0,5,2,632.0,5,2,3,523,10,0
13823.0,18,7,3403.4500000000003,5,4,5,545,14,2
13824.0,32,12,3314.76,4,5,5,455,14,2
13825.0,621,2,255.59,1,2,1,121,4,3
13826.0,176,1,189.5,3,1,1,311,5,3
13827.0,57,3,409.8,4,3,2,432,9,0
13828.0,22,1,209.49,4,1,1,411,6,0
13829.0,421,1,102.0,1,1,1,111,3,3
13830.0,581,1,156.85000000000002,1,1,1,111,3,3
13831.0,16,18,6991.639999999999,5,5,5,555,15,2
13832.0,19,2,603.9399999999999,5,2,2,522,9,0
13833.0,159,2,700.41,3,2,3,323,8,3
13834.0,576,2,324.19,1,2,2,122,5,3
13835.0,25,7,1095.27,4,4,3,443,11,0
13836.0,399,2,620.37,2,2,3,223,7,3
13837.0,211,2,266.59000000000003,2,2,1,221,5,3
13838.0,5,10,1897.93,5,5,4,554,14,2
13839.0,486,1,122.1,1,1,1,111,3,3
13840.0,416,1,651.4,1,1,3,113,5,3
13841.0,252,1,85.0,2,1,1,211,4,3
13842.0,58,18,5616.61,4,5,5,455,14,2
13843.0,381,1,319.75,2,1,2,212,5,3
13844.0,11,1,361.62,5,1,2,512,8,0
13845.0,64,1,312.98,3,1,2,312,6,3
13846.0,24,4,1307.79,4,3,4,434,11,0
13847.0,719,1,310.72,1,1,2,112,4,3
13848.0,92,8,3335.0,3,4,5,345,12,1
13849.0,51,5,3413.5,4,4,5,445,13,1
13850.0,129,1,1595.48,3,1,4,314,8,1
13851.0,95,8,4606.46,3,4,5,345,12,1
13852.0,610,1,169.5,1,1,1,111,3,3
13853.0,57,1,1090.14,4,1,3,413,8,0
13854.0,8,39,12253.96,5,5,5,555,15,2
13855.0,500,4,1290.54,1,3,4,134,8,1
13856.0,168,11,1142.03,3,5,3,353,11,1
13857.0,393,6,985.61,2,4,3,243,9,1
13858.0,57,1,216.17,4,1,1,411,6,3
13859.0,326,2,515.86,2,2,2,222,6,3
13860.0,1,5,1245.9,5,4,4,544,13,0
13861.0,429,2,273.26,1,2,1,121,4,3
13862.0,18,9,2556.09,5,5,4,554,14,2
13863.0,247,4,1168.65,2,3,3,233,8,1
13864.0,386,1,662.4000000000001,2,1,3,213,6,3
13865.0,58,4,501.56,4,3,2,432,9,0
13866.0,74,1,145.67000000000002,3,1,1,311,5,3
13867.0,31,3,1005.09,4,3,3,433,10,0
13868.0,7,2,3192.54,5,2,5,525,12,0
13869.0,123,10,7721.47,3,5,5,355,13,1
13870.0,2,15,5493.68,5,5,5,555,15,2
13871.0,22,17,7771.55,4,5,5,455,14,2
13872.0,527,3,904.57,1,3,3,133,7,1
13873.0,119,8,1019.12,3,4,3,343,10,1
13874.0,358,7,2049.15,2,4,4,244,10,1
13875.0,53,14,4799.37,4,5,5,455,14,2
13876.0,63,1,122.7,3,1,1,311,5,3
13877.0,86,3,449.68,3,3,2,332,8,0
13878.0,54,4,2363.5,4,3,4,434,11,1
13879.0,645,1,395.5,1,1,2,112,4,3
13880.0,21,17,4391.66,4,5,5,455,14,2
13881.0,3,43,45158.7,5,5,5,555,15,2
13882.0,2,5,1191.13,5,4,3,543,12,0
13883.0,10,14,6495.77,5,5,5,555,15,2
13884.0,7,10,1823.78,5,5,4,554,14,2
13885.0,189,2,506.8,2,2,2,222,6,3
13886.0,71,1,243.56,3,1,1,311,5,3
13887.0,204,1,339.59000000000003,2,1,2,212,5,3
13888.0,119,7,1981.79,3,4,4,344,11,1
13889.0,92,6,1964.23,3,4,4,344,11,1
13890.0,1,14,2927.38,5,5,5,555,15,2
13891.0,378,3,859.21,2,3,3,233,8,1
13892.0,26,6,1267.65,4,4,4,444,12,0
13893.0,297,1,821.1,2,1,3,213,6,3
13894.0,23,3,564.62,4,3,2,432,9,0
13895.0,28,6,4008.52,4,4,5,445,13,2
13896.0,625,1,388.55,1,1,2,112,4,3
13897.0,50,3,1160.72,4,3,3,433,10,0
13898.0,325,2,686.4,2,2,3,223,7,3
13899.0,16,2,388.52,5,2,2,522,9,0
13900.0,183,6,1427.47,3,4,4,344,11,1
13901.0,72,15,5638.42,3,5,5,355,13,2
13902.0,632,5,34023.26,1,4,5,145,10,1
13903.0,400,1,145.65,2,1,1,211,4,3
13904.0,37,2,332.64,4,2,2,422,8,0
13905.0,732,1,294.8,1,1,2,112,4,3
13906.0,409,1,42.0,1,1,1,111,3,3
13907.0,691,1,136.8,1,1,1,111,3,3
13908.0,79,4,2114.62,3,3,4,334,10,1
13909.0,423,2,282.85,1,2,2,122,5,3
13911.0,57,20,4051.69,4,5,5,455,14,2
13912.0,423,1,124.95,1,1,1,111,3,3
13913.0,506,1,42.22,1,1,1,111,3,3
13914.0,11,2,626.45,5,2,3,523,10,0
13915.0,394,1,70.80000000000001,2,1,1,211,4,3
13916.0,463,4,1260.51,1,3,4,134,8,1
13917.0,49,2,272.04,4,2,1,421,7,0
13918.0,49,2,1212.84,4,2,3,423,9,0
13919.0,59,4,1252.68,3,3,4,334,10,1
13920.0,431,4,1774.68,1,3,4,134,8,1
13921.0,402,4,730.7,2,3,3,233,8,1
13922.0,351,3,865.2,2,3,3,233,8,1
13923.0,53,1,351.13,4,1,2,412,7,0
13924.0,1,6,1838.85,5,4,4,544,13,0
13925.0,92,4,678.25,3,3,3,333,9,1
13926.0,23,1,223.85,4,1,1,411,6,0
13927.0,74,2,692.96,3,2,3,323,8,0
13928.0,10,4,464.57,5,3,2,532,10,0
13929.0,169,11,3494.1,3,5,5,355,13,1
13930.0,57,2,337.34,4,2,2,422,8,0
13931.0,95,11,5257.38,3,5,5,355,13,2
13932.0,294,1,307.4,2,1,2,212,5,3
13933.0,109,2,608.7900000000001,3,2,3,323,8,3
13934.0,263,1,922.1,2,1,3,213,6,3
13935.0,596,3,5935.12,1,3,5,135,9,1
13936.0,179,3,939.66,3,3,3,333,9,1
13937.0,169,2,880.13,3,2,3,323,8,1
13938.0,35,1,71.66,4,1,1,411,6,3
13939.0,23,7,1560.96,4,4,4,444,12,0
13940.0,17,4,839.14,5,3,3,533,11,0
13941.0,21,15,11122.3,4,5,5,455,14,2
13942.0,534,1,320.0,1,1,2,112,4,3
13943.0,577,1,246.54,1,1,1,111,3,3
13944.0,653,1,200.43,1,1,1,111,3,3
13945.0,394,2,834.35,2,2,3,223,7,3
13946.0,79,6,1876.23,3,4,4,344,11,1
13947.0,65,1,90.6,3,1,1,311,5,3
13948.0,360,4,548.76,2,3,2,232,7,1
13949.0,2,6,2407.52,5,4,4,544,13,2
13950.0,11,4,730.06,5,3,3,533,11,0
13951.0,176,3,674.45,3,3,3,333,9,1
13952.0,217,14,12534.56,2,5,5,255,12,2
13953.0,7,12,6640.68,5,5,5,555,15,2
13954.0,1,2,439.92,5,2,2,522,9,0
13955.0,154,3,544.0699999999999,3,3,2,332,8,1
13956.0,5,5,993.77,5,4,3,543,12,0
13957.0,417,3,458.25,1,3,2,132,6,3
13958.0,379,8,4709.2300000000005,2,4,5,245,11,1
13959.0,79,6,1064.77,3,4,3,343,10,1
13960.0,21,2,230.22,4,2,1,421,7,0
13961.0,392,1,538.4,2,1,2,212,5,3
13962.0,21,3,362.8,4,3,2,432,9,0
13963.0,308,17,2972.27,2,5,5,255,12,1
13964.0,387,2,438.9,2,2,2,222,6,3
13965.0,476,3,925.51,1,3,3,133,7,1
13966.0,435,1,384.26,1,1,2,112,4,3
13967.0,145,2,166.3,3,2,1,321,6,3
13968.0,423,1,123.66,1,1,1,111,3,3
13969.0,7,35,13286.07,5,5,5,555,15,2
13970.0,386,2,810.85,2,2,3,223,7,3
13971.0,18,14,4627.97,5,5,5,555,15,2
13972.0,70,2,190.25,3,2,1,321,6,3
13973.0,287,1,264.7,2,1,1,211,4,3
13974.0,49,2,677.72,4,2,3,423,9,0
13975.0,31,12,5233.6,4,5,5,455,14,2
13976.0,206,4,1177.06,2,3,3,233,8,1
13977.0,411,1,519.8100000000001,1,1,2,112,4,3
13978.0,14,2,196.79,5,2,1,521,8,0
13979.0,73,7,3373.63,3,4,5,345,12,1
13980.0,60,5,768.82,3,4,3,343,10,1
13981.0,415,1,331.14,1,1,2,112,4,3
13982.0,39,9,4382.89,4,5,5,455,14,2
13983.0,29,21,7052.65,4,5,5,455,14,2
13984.0,26,12,2048.6,4,5,4,454,13,2
13985.0,4,22,10020.86,5,5,5,555,15,2
13986.0,17,1,320.46,5,1,2,512,8,0
13987.0,379,2,682.54,2,2,3,223,7,3
13988.0,19,8,4610.34,5,4,5,545,14,2
13989.0,65,5,2026.06,3,4,4,344,11,1
13990.0,213,1,292.58,2,1,2,212,5,3
13991.0,12,6,851.88,5,4,3,543,12,0
13992.0,30,3,219.5,4,3,1,431,8,0
13993.0,42,19,6721.110000000001,4,5,5,455,14,2
13994.0,3,6,2254.34,5,4,4,544,13,2
13995.0,15,14,3902.01,5,5,5,555,15,2
13996.0,386,2,845.76,2,2,3,223,7,3
13997.0,519,3,370.51,1,3,2,132,6,3
13998.0,446,3,566.7,1,3,2,132,6,3
13999.0,10,29,9442.86,5,5,5,555,15,2
14000.0,211,5,2046.34,2,4,4,244,10,1
14001.0,45,9,4510.29,4,5,5,455,14,2
14002.0,134,2,529.73,3,2,2,322,7,3
14003.0,732,1,209.41,1,1,1,111,3,3
14004.0,43,11,6258.45,4,5,5,455,14,2
14005.0,9,5,2864.76,5,4,4,544,13,0
14006.0,115,7,2196.67,3,4,4,344,11,1
14007.0,512,1,79.48,1,1,1,111,3,3
14008.0,432,1,509.04,1,1,2,112,4,3
14009.0,198,3,1092.26,2,3,3,233,8,1
14010.0,565,2,445.15,1,2,2,122,5,3
14011.0,480,2,457.82,1,2,2,122,5,3
14012.0,277,1,328.8,2,1,2,212,5,3
14013.0,110,5,1084.57,3,4,3,343,10,1
14014.0,77,3,1948.21,3,3,4,334,10,1
14015.0,52,1,917.34,4,1,3,413,8,0
14016.0,161,11,11037.76,3,5,5,355,13,2
14017.0,571,1,229.75,1,1,1,111,3,3
14018.0,645,1,367.15,1,1,2,112,4,3
14019.0,46,3,1421.61,4,3,4,434,11,0
14020.0,16,4,1229.21,5,3,4,534,12,0
14021.0,155,7,1716.58,3,4,4,344,11,1
14022.0,225,2,792.15,2,2,3,223,7,3
14023.0,7,2,584.07,5,2,2,522,9,0
14024.0,121,3,625.94,3,3,3,333,9,1
14025.0,464,8,4057.9,1,4,5,145,10,1
14026.0,470,2,713.11,1,2,3,123,6,3
14027.0,60,1,104.82,3,1,1,311,5,3
14028.0,550,3,10396.5,1,3,5,135,9,1
14029.0,63,2,467.66,3,2,2,322,7,0
14030.0,18,20,8082.53,5,5,5,555,15,2
14031.0,7,44,36105.45,5,5,5,555,15,2
14032.0,2,16,4681.97,5,5,5,555,15,2
14033.0,555,1,109.44,1,1,1,111,3,3
14034.0,22,3,643.9399999999999,4,3,3,433,10,0
14035.0,28,9,2779.75,4,5,4,454,13,2
14036.0,284,1,626.65,2,1,3,213,6,3
14037.0,176,6,836.95,3,4,3,343,10,1
14038.0,78,5,3069.88,3,4,5,345,12,1
14039.0,33,2,267.28000000000003,4,2,1,421,7,0
14040.0,40,35,12435.86,4,5,5,455,14,2
14041.0,266,1,141.41,2,1,1,211,4,3
14042.0,725,1,431.98,1,1,2,112,4,3
14043.0,491,2,302.6,1,2,2,122,5,3
14044.0,26,10,2990.35,4,5,5,455,14,2
14045.0,109,16,11313.03,3,5,5,355,13,2
14046.0,284,1,151.59,2,1,1,211,4,3
14047.0,8,14,4255.03,5,5,5,555,15,2
14048.0,305,3,748.69,2,3,3,233,8,1
14049.0,16,13,12980.05,5,5,5,555,15,2
14050.0,31,2,746.36,4,2,3,423,9,0
14051.0,0,37,20463.6,5,5,5,555,15,2
14052.0,19,2,466.66,5,2,2,522,9,0
14053.0,124,4,572.3,3,3,2,332,8,1
14054.0,65,1,92.46,3,1,1,311,5,3
14055.0,106,3,1520.96,3,3,4,334,10,1
14056.0,1,23,7964.79,5,5,5,555,15,2
14057.0,23,22,8270.16,4,5,5,455,14,2
14058.0,462,2,469.19,1,2,2,122,5,3
14059.0,266,1,183.6,2,1,1,211,4,3
14060.0,4,30,9246.38,5,5,5,555,15,2
14061.0,507,3,903.93,1,3,3,133,7,1
14062.0,9,24,23389.35,5,5,5,555,15,2
14063.0,686,7,9471.5,1,4,5,145,10,1
14064.0,29,15,3260.24,4,5,5,455,14,2
14065.0,389,3,891.02,2,3,3,233,8,1
14066.0,266,1,106.65,2,1,1,211,4,3
14067.0,63,2,374.7,3,2,2,322,7,0
14068.0,320,4,1498.87,2,3,4,234,9,1
14069.0,514,2,213.91,1,2,1,121,4,3
14070.0,684,1,317.8,1,1,2,112,4,3
14071.0,3,8,1421.09,5,4,4,544,13,2
14072.0,666,1,390.85,1,1,2,112,4,3
14073.0,32,1,151.04,4,1,1,411,6,0
14074.0,623,1,219.4,1,1,1,111,3,3
14075.0,4,5,1724.87,5,4,4,544,13,0
14076.0,129,1,118.67,3,1,1,311,5,3
14077.0,40,6,615.0799999999999,4,4,3,443,11,0
14078.0,101,9,1688.06,3,5,4,354,12,1
14079.0,124,1,375.1,3,1,2,312,6,3
14080.0,32,5,1072.33,4,4,3,443,11,0
14081.0,302,10,5288.59,2,5,5,255,12,1
14082.0,364,2,413.36,2,2,2,222,6,3
14083.0,4,11,1360.9,5,5,4,554,14,2
14084.0,512,1,150.5,1,1,1,111,3,3
14085.0,2,32,9978.91,5,5,5,555,15,2
14086.0,462,1,39.95,1,1,1,111,3,3
14087.0,2,3,829.47,5,3,3,533,11,0
14088.0,10,16,63314.95,5,5,5,555,15,2
14089.0,56,1,158.75,4,1,1,411,6,3
14090.0,324,1,76.32000000000001,2,1,1,211,4,3
14091.0,654,2,7816.12,1,2,5,125,8,1
14092.0,7,24,7122.35,5,5,5,555,15,2
14093.0,12,1,433.86,5,1,2,512,8,0
14094.0,439,1,311.77,1,1,2,112,4,3
14095.0,722,1,2.95,1,1,1,111,3,3
14096.0,4,17,53126.67,5,5,5,555,15,2
14097.0,481,2,422.86,1,2,2,122,5,3
14098.0,36,1,86.15,4,1,1,411,6,3
14099.0,16,20,5608.41,5,5,5,555,15,2
14100.0,137,1,191.95,3,1,1,311,5,3
14101.0,73,13,9961.93,3,5,5,355,13,2
14102.0,5,5,1105.88,5,4,3,543,12,0
14104.0,154,5,740.53,3,4,3,343,10,1
14105.0,239,5,5840.33,2,4,5,245,11,1
14106.0,737,1,214.8,1,1,1,111,3,3
14107.0,51,11,4770.2,4,5,5,455,14,2
14108.0,30,4,1044.96,4,3,3,433,10,0
14109.0,72,1,130.9,3,1,1,311,5,3
14110.0,3,33,12914.6,5,5,5,555,15,2
14111.0,14,4,677.85,5,3,3,533,11,0
14112.0,22,13,5773.39,4,5,5,455,14,2
14113.0,3,16,6744.31,5,5,5,555,15,2
14114.0,273,7,1364.09,2,4,4,244,10,1
14115.0,501,2,622.6700000000001,1,2,3,123,6,3
14116.0,19,5,1382.74,5,4,4,544,13,0
14117.0,143,1,90.0,3,1,1,311,5,3
14118.0,428,1,458.45,1,1,2,112,4,3
14119.0,375,2,183.37,2,2,1,221,5,3
14121.0,3,4,2780.15,5,3,4,534,12,0
14122.0,406,3,362.42,2,3,2,232,7,3
14123.0,733,1,436.18,1,1,2,112,4,3
14124.0,84,1,419.58,3,1,2,312,6,3
14125.0,10,3,2720.63,5,3,4,534,12,0
14126.0,7,4,1157.46,5,3,3,533,11,0
14127.0,122,6,1900.08,3,4,4,344,11,1
14128.0,60,3,863.01,3,3,3,333,9,0
14129.0,1,9,2591.34,5,5,4,554,14,2
14130.0,319,4,1858.77,2,3,4,234,9,1
14131.0,648,1,168.22,1,1,1,111,3,3
14132.0,2,11,3586.03,5,5,5,555,15,2
14133.0,129,4,865.24,3,3,3,333,9,1
14134.0,382,15,11123.35,2,5,5,255,12,1
14135.0,1,24,9643.92,5,5,5,555,15,2
14136.0,400,5,1570.81,2,4,4,244,10,1
14137.0,695,1,332.7,1,1,2,112,4,3
14138.0,1,2,965.88,5,2,3,523,10,0
14139.0,46,4,1086.8,4,3,3,433,10,0
14140.0,3,2,873.85,5,2,3,523,10,0
14141.0,2,4,875.5300000000001,5,3,3,533,11,0
14142.0,373,2,983.15,2,2,3,223,7,1
14143.0,133,1,115.8,3,1,1,311,5,3
14144.0,486,1,30.6,1,1,1,111,3,3
14145.0,46,7,5818.05,4,4,5,445,13,2
14146.0,8,12,9432.45,5,5,5,555,15,2
14147.0,78,9,2590.2,3,5,4,354,12,1
14148.0,233,2,466.29,2,2,2,222,6,3
14149.0,220,1,446.62,2,1,2,212,5,3
14150.0,35,2,658.64,4,2,3,423,9,0
14151.0,673,2,679.45,1,2,3,123,6,3
14152.0,75,7,1997.34,3,4,4,344,11,1
14153.0,483,1,233.4,1,1,1,111,3,3
14154.0,239,8,6460.7,2,4,5,245,11,1
14155.0,266,1,100.9,2,1,1,211,4,3
14156.0,9,144,296940.73,5,5,5,555,15,2
14157.0,19,5,971.19,5,4,3,543,12,0
14158.0,40,1,507.66,4,1,2,412,7,0
14159.0,19,20,7779.55,5,5,5,555,15,2
14160.0,610,7,8421.47,1,4,5,145,10,1
14161.0,215,7,3253.73,2,4,5,245,11,1
14162.0,173,2,289.36,3,2,2,322,7,3
14163.0,87,5,2508.4700000000003,3,4,4,344,11,1
14164.0,70,2,1631.77,3,2,4,324,9,1
14165.0,275,1,117.89,2,1,1,211,4,3
14166.0,505,2,251.15,1,2,1,121,4,3
14167.0,39,8,1274.29,4,4,4,444,12,1
14168.0,420,2,370.45,1,2,2,122,5,3
14169.0,430,2,613.11,1,2,3,123,6,3
14170.0,375,3,564.23,2,3,2,232,7,3
14171.0,98,2,498.79,3,2,2,322,7,3
14172.0,605,3,369.02,1,3,2,132,6,3
14173.0,10,6,586.0,5,4,2,542,11,0
14174.0,33,1,134.46,4,1,1,411,6,0
14175.0,59,8,7663.58,3,4,5,345,12,2
14176.0,297,5,916.01,2,4,3,243,9,1
14177.0,86,13,2171.44,3,5,4,354,12,1
14178.0,8,7,1579.47,5,4,4,544,13,0
14179.0,40,2,690.67,4,2,3,423,9,0
14180.0,10,33,6129.85,5,5,5,555,15,2
14181.0,410,2,308.35,1,2,2,122,5,3
14182.0,443,4,672.82,1,3,3,133,7,1
14183.0,411,2,266.44,1,2,1,121,4,3
14184.0,66,1,452.89,3,1,2,312,6,3
14185.0,331,1,197.65,2,1,1,211,4,3
14186.0,427,5,1550.63,1,4,4,144,9,1
14187.0,473,1,123.5,1,1,1,111,3,3
14188.0,30,6,2054.36,4,4,4,444,12,1
14189.0,2,16,5783.79,5,5,5,555,15,2
14190.0,666,1,79.9,1,1,1,111,3,3
14191.0,1,15,4798.7,5,5,5,555,15,2
14192.0,388,1,293.74,2,1,2,212,5,3
14193.0,67,3,1210.19,3,3,3,333,9,1
14194.0,4,36,18511.59,5,5,5,555,15,2
14195.0,201,6,2615.6,2,4,4,244,10,1
14196.0,106,1,335.52,3,1,2,312,6,3
14197.0,410,1,390.05,1,1,2,112,4,3
14198.0,18,9,1554.73,5,5,4,554,14,2
14199.0,218,4,1091.7,2,3,3,233,8,1
14200.0,617,1,379.2,1,1,2,112,4,3
14201.0,60,10,1193.54,3,5,3,353,11,1
14202.0,381,3,847.76,2,3,3,233,8,1
14203.0,397,1,339.34,2,1,2,212,5,3
14204.0,2,4,1024.83,5,3,3,533,11,0
14205.0,16,9,2414.2,5,5,4,554,14,2
14206.0,239,3,1185.01,2,3,3,233,8,1
14207.0,687,1,157.8,1,1,1,111,3,3
14208.0,94,2,567.05,3,2,2,322,7,0
14209.0,10,15,4967.37,5,5,5,555,15,2
14210.0,105,16,5762.52,3,5,5,355,13,2
14211.0,53,18,4371.69,4,5,5,455,14,2
14212.0,89,2,2190.14,3,2,4,324,9,1
14213.0,404,1,1192.2,2,1,3,213,6,3
14214.0,30,5,1004.38,4,4,3,443,11,0
14215.0,11,9,3397.37,5,5,5,555,15,2
14216.0,3,5,2104.44,5,4,4,544,13,0
14217.0,1,23,3416.89,5,5,5,555,15,2
14218.0,42,1,169.48000000000002,4,1,1,411,6,3
14219.0,4,3,633.83,5,3,3,533,11,0
14220.0,247,4,1515.0,2,3,4,234,9,1
14221.0,42,17,6517.49,4,5,5,455,14,2
14222.0,177,1,683.17,3,1,3,313,7,3
14223.0,92,3,951.53,3,3,3,333,9,1
14224.0,110,9,1718.61,3,5,4,354,12,1
14225.0,434,4,1954.75,1,3,4,134,8,1
14226.0,28,6,2985.13,4,4,5,445,13,2
14227.0,26,15,6346.360000000001,4,5,5,455,14,2
14228.0,437,3,745.5,1,3,3,133,7,1
14229.0,51,7,2594.04,4,4,4,444,12,1
14230.0,435,3,979.8,1,3,3,133,7,1
14231.0,183,4,1235.62,3,3,4,334,10,1
14232.0,42,5,2048.07,4,4,4,444,12,1
14233.0,49,7,2805.27,4,4,4,444,12,1
14234.0,22,4,754.12,4,3,3,433,10,0
14235.0,75,9,4698.19,3,5,5,355,13,1
14236.0,80,5,1744.64,3,4,4,344,11,1
14237.0,373,2,632.14,2,2,3,223,7,3
14238.0,326,3,434.23,2,3,2,232,7,3
14239.0,43,21,4263.17,4,5,5,455,14,2
14240.0,30,3,1247.49,4,3,4,434,11,0
14241.0,183,2,333.70000000000005,3,2,2,322,7,3
14242.0,234,2,280.55,2,2,1,221,5,3
14243.0,8,17,7311.41,5,5,5,555,15,2
14244.0,660,1,366.42,1,1,2,112,4,3
14245.0,219,2,1693.45,2,2,4,224,8,1
14246.0,110,3,1458.76,3,3,4,334,10,1
14247.0,278,5,753.56,2,4,3,243,9,1
14248.0,318,3,1032.95,2,3,3,233,8,1
14249.0,410,12,5352.86,1,5,5,155,11,1
14250.0,7,3,1904.05,5,3,4,534,12,0
14251.0,1,5,2879.7000000000003,5,4,4,544,13,2
14252.0,381,1,350.99,2,1,2,212,5,3
14253.0,493,2,363.4,1,2,2,122,5,3
14254.0,432,1,601.03,1,1,2,112,4,3
14256.0,260,5,2361.94,2,4,4,244,10,1
14257.0,64,9,5954.45,3,5,5,355,13,2
14258.0,9,25,30271.74,5,5,5,555,15,2
14259.0,141,1,120.0,3,1,1,311,5,3
14260.0,471,3,824.28,1,3,3,133,7,1
14261.0,50,2,1163.45,4,2,3,423,9,0
14262.0,8,8,2618.23,5,4,4,544,13,2
14263.0,423,1,307.93,1,1,2,112,4,3
14264.0,154,6,1517.36,3,4,4,344,11,1
14265.0,109,4,1373.35,3,3,4,334,10,1
14266.0,428,1,40.56,1,1,1,111,3,3
14267.0,162,3,1476.64,3,3,4,334,10,1
14268.0,470,1,354.85,1,1,2,112,4,3
14269.0,439,1,295.73,1,1,2,112,4,3
14270.0,331,1,492.65,2,1,2,212,5,3
14271.0,225,2,214.18,2,2,1,221,5,3
14272.0,73,4,920.81,3,3,3,333,9,1
14273.0,51,4,559.97,4,3,2,432,9,0
14274.0,686,1,256.6,1,1,1,111,3,3
14275.0,395,6,1189.38,2,4,3,243,9,1
14276.0,98,7,2102.68,3,4,4,344,11,1
14277.0,15,8,16582.2,5,4,5,545,14,2
14278.0,409,1,205.83,1,1,1,111,3,3
14279.0,520,2,191.86,1,2,1,121,4,3
14280.0,196,1,134.04,2,1,1,211,4,3
14281.0,408,1,245.15,2,1,1,211,4,3
14282.0,3,25,7810.36,5,5,5,555,15,2
14283.0,463,4,628.4399999999999,1,3,3,133,7,1
14284.0,30,3,1299.65,4,3,4,434,11,0
14285.0,21,8,3278.4700000000003,4,4,5,445,13,2
14286.0,23,7,8479.76,4,4,5,445,13,2
14287.0,8,3,176.63,5,3,1,531,9,0
14288.0,213,1,426.6,2,1,2,212,5,3
14289.0,8,6,911.26,5,4,3,543,12,0
14290.0,11,8,4385.76,5,4,5,545,14,2
14291.0,1,23,7904.1,5,5,5,555,15,2
14292.0,7,16,7640.45,5,5,5,555,15,2
14293.0,3,9,3267.9300000000003,5,5,5,555,15,2
14294.0,407,1,375.34,2,1,2,212,5,3
14295.0,40,4,2352.91,4,3,4,434,11,1
14296.0,421,2,456.4,1,2,2,122,5,3
14297.0,17,4,1228.83,5,3,4,534,12,0
14298.0,8,82,90705.25,5,5,5,555,15,2
14299.0,8,27,14459.89,5,5,5,555,15,2
14300.0,18,1,43.2,5,1,1,511,7,0
14301.0,117,4,1974.33,3,3,4,334,10,1
14302.0,430,3,742.9000000000001,1,3,3,133,7,1
14303.0,407,2,277.94,2,2,1,221,5,3
14304.0,222,3,1725.01,2,3,4,234,9,1
14305.0,71,3,1843.96,3,3,4,334,10,1
14306.0,51,6,3151.4,4,4,5,445,13,1
14307.0,88,10,5040.43,3,5,5,355,13,2
14309.0,8,11,3704.31,5,5,5,555,15,2
14310.0,432,1,492.1,1,1,2,112,4,3
14311.0,242,2,516.45,2,2,2,222,6,3
14312.0,46,11,3076.99,4,5,5,455,14,2
